Name,Rank,Year,Company Founding Year,Company Name,Company Relationship,Company Sector,Company Type,Age,Gender,Citizenship,Country of Residence,Region,Type Of Wealth,Net Worth In Billions,Wealth Category,Wealth Industry,Wealth Inherited
Iris Fontbona,58,2014,1888,Antofagasta PLC,relation,mining,aquired,71,female,Chile,CHL,Latin America,inherited,15.5,Resource Related,Mining and metals,spouse/widow
Ronald Perelman,59,1996,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,53,male,United States,USA,North America,self-made finance,4,Financial,Private equity/leveraged buyout,not inherited
Akira Mori,60,1996,1959,Mori Building,relation,construction,new,66,male,Japan,JPN,East Asia,inherited,3.9,Financial,Real Estate,father
Curt Engelhorn,60,2001,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,74,male,Germany,DEU,Europe,inherited,5.4,New Sectors,Technology-Medical,4th generation
Gordon Moore,60,2001,1968,Intel ,founder,technology,new,72,male,United States,USA,North America,founder non-finance,5.4,New Sectors,Technology-Computer,not inherited
Hasso Plattner,60,2001,1972,SAP AG,founder,software,new,57,male,Germany,DEU,Europe,founder non-finance,5.4,New Sectors,Technology-Computer,not inherited
Paul-Louis Halley,60,2001,1961,Promodes,relation,retail,new,Unknown,male,France,FRA,Europe,executive,5.4,Non-Traded Sectors,"Retail, Restaurant",not inherited
Otto Beisheim,61,1996,1963,Metro AG,founder,groceries,new,72,male,Germany,DEU,Europe,founder non-finance,3.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Azim Premji,61,2014,1945,Wipro Limited,relation,software,new,68,male,India,IND,South Asia,inherited,15.3,New Sectors,Technology-Computer,father
Gennady Timchenko,61,2014,2000,Gunvor Group,founder,oil trading,new,61,male,Russia,RUS,Europe,privatized and resources,15.3,Resource Related,Energy,not inherited
Mohammad Al Amoudi,61,2014,1970,MIDROC,founder,construction/real estate,new,67,male,Saudi Arabia,SAU,Middle East/North Africa,privatized and resources,15.3,Resource Related,Energy,not inherited
Madeleine Schickedanz,62,1996,1927,Quelle Versand,relation,retail,new,52,female,Germany,DEU,Europe,inherited,3.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Brenninkmeijer family,63,1996,1841,C&A,relation,retail,new,Unknown,Unknown,Netherlands,NLD,Europe,inherited,3.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Gordon Moore,64,1996,1968,Intel ,founder,technology,new,67,male,United States,USA,North America,founder non-finance,3.7,New Sectors,Technology-Computer,not inherited
Friedrich Flick,64,2001,1919,Friedrich Flick Industrial Holding,relation,coal,new,74,male,Germany,DEU,Europe,inherited,5.3,Financial,Money Management,father
Gustavo Cisneros,64,2001,1929,Cisneros Group,relation,media,new,55,male,Venezuela,VEN,Latin America,inherited,5.3,Non-Traded Sectors,Media,father
Stefan Persson,64,2001,1947, H&M,relation, fashion, new,53,male,Sweden,SWE,Europe,inherited,5.3,Traded Sectors,Consumer,father
Walter Haefner,64,2001,1957,Automation Center,founder,computer services,new,90,male,Switzerland,CHE,Europe,founder non-finance,5.3,New Sectors,Technology-Computer,not inherited
Wang Jianlin,64,2014,1988,Dalian Wanda Group,founder,real estate,new,59,male,China,CHN,East Asia,self-made finance,15.1,Financial,Real Estate,not inherited
Walter Annenberg,65,1996,1936,Philadelphia Inquirer,relation,media,aquired,Unknown,male,United States,USA,North America,inherited,3.7,Non-Traded Sectors,Media,father
Charles Ergen,65,2014,1980,dish networtk,founder,media,new,61,male,United States,USA,North America,founder non-finance,15,Non-Traded Sectors,Media,not inherited
Steven Ballmer,66,1996,1975,Microsoft,CEO,technology,new,39,male,United States,USA,North America,executive,3.7,New Sectors,Technology-Computer,not inherited
Stefan Quandt,66,2014,1916,BMW,relation,cars,new,47,male,Germany,DEU,Europe,inherited,14.9,Traded Sectors,Consumer,father
Gregorio Perez Companc,67,1996,1968,Petrolera Perez Companc,relation,oil,new,61,male,Argentina,ARG,Latin America,inherited,3.6,Traded Sectors,Consumer,father
German Larrea Mota Velasco,67,2014,1978,Grupo Mexio,founder,copper,new,60,male,Mexico,MEX,Latin America,privatized and resources,14.7,Resource Related,Mining and metals,not inherited
Curt Engelhorn,68,1996,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,69,male,Germany,DEU,Europe,inherited,3.6,New Sectors,Technology-Medical,4th generation
Yoshitaka Fukuda,68,2001,1967,Aiful,founder,finance,new,53,male,Japan,JPN,East Asia,self-made finance,5.2,Financial,Money Management,not inherited
Harold Hamm,68,2014,1967,Continental Resources,founder,oil,new,68,male,United States,USA,North America,privatized and resources,14.6,Resource Related,Energy,not inherited
Shin Kyuk-Ho,69,1996,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,KOR,East Asia,Unknown,3.6,Traded Sectors,Consumer,not inherited
Alfred Lerner,69,2001,1982,MBNA,chairman,credit cards,subsidiary,Unknown,male,United States,USA,North America,executive,5.1,0,Other,not inherited
Donald Bren,69,2014,1864,Irvine Company,owner,real estate,aquired,81,male,United States,USA,North America,self-made finance,14.4,Financial,Real Estate,not inherited
Ray Dalio,69,2014,1975,Bridgewater Associates,founder,hedge funds,new,64,male,United States,USA,North America,self-made finance,14.4,Financial,Hedge funds,not inherited
James Arthur and John Irving,70,1996,1882,J.D. Irving,relation,timber,new,Unknown,male,Canada,CAN,North America,inherited,3.5,Resource Related,Energy,3rd generation
Alain Wertheimer,70,2001,1909,Chanel,relation,luxury goods,new,Unknown,male,France,FRA,Europe,inherited,5,Traded Sectors,Consumer,3rd generation
August von Finck,70,2001,1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,70,male,Germany,DEU,Europe,inherited,5,Financial,Money Management,father
Donald Newhouse,70,2001,1909,Advance Publications,relation,media,new,71,male,United States,USA,North America,inherited,5,Non-Traded Sectors,Media,father
Michael Otto,70,2001,1923,Metro AG,relation,retail,new,57,male,Germany,DEU,Europe,inherited,5,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Samuel Newhouse,70,2001,1909,Advance Publications,relation,media,new,73,male,United States,USA,North America,inherited,5,Non-Traded Sectors,Media,father
Philip Niarchos,71,1996,1952,Niarchos Ltd,relation,shipping,new,42,male,Greece,GRC,Europe,inherited,3.5,0,Other,father
Georg Schaeffler,71,2014,1946,Schaeffler Group,relation,roller bearings,new,49,male,Germany,DEU,Europe,inherited,14.3,Traded Sectors,Non-consumer industrial,father
Wang Yue-che,72,1996,1954,Formosa Plastics,founder,petrochemicals,new,79,male,Taiwan,Taiwan,East Asia,founder non-finance,3.5,Traded Sectors,Consumer,not inherited
Luis Carlos Sarmiento,72,2014,1971,"Grupo Aval Acciones y Valores, SA",founder,banking,aquired,81,male,Colombia,COL,Latin America,self-made finance,14.2,Financial,Money Management,not inherited
Sakip Sabanci,73,1996,1926,Sabanci Holdings,relation,textiles,new,63,male,Turkey,TUR,Middle East/North Africa,inherited,3.5,Traded Sectors,Consumer,father
Laurene Powell Jobs,73,2014,1976,Apple,relation,technology,new,50,female,United States,USA,North America,inherited,14,New Sectors,Technology-Computer,spouse/widow
Ronald Perelman,73,2014,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,71,male,United States,USA,North America,self-made finance,14,Financial,Private equity/leveraged buyout,not inherited
Serge Dassault,73,2014,1914,Dassault Group,relation,aviation,new,88,male,France,FRA,Europe,inherited,14,0,Other,father
Erivan Haub,74,1996,1867,Tenglemann Group,relation,retail,new,63,male,Germany,DEU,Europe,inherited,3.4,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Tiong Hiew King,75,1996,1976,Rimbunan Hijau Group,founder,timber,new,60,male,Malaysia,MYS,East Asia,privatized and resources,3.4,Resource Related,Mining and metals,not inherited
Serge Dassault,75,2001,1914,Dassault Group,relation,aviation,new,76,male,France,FRA,Europe,inherited,4.9,0,Other,father
Kirk Kerkorian,76,1996,1924,MGM Grand,investor,real estate,aquired,78,male,United States,USA,North America,self-made finance,3.4,Financial,Real Estate,not inherited
Gunter Herz,76,2001,1949,Maxingvest AG,relation,coffee,new,60,male,Germany,DEU,Europe,inherited,4.8,Traded Sectors,Consumer,father
Tadashi Yanai,76,2001,1963,Fast Retailing/Uniqlo,founder,apparel,new,52,male,Japan,JPN,East Asia,founder non-finance,4.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Fredriksen,76,2014,1985,Frontline Ltd.,founder,oil tankers,aquired,69,male,Cyprus,CYP,Europe,founder non-finance,13.6,Traded Sectors,Other,not inherited
Vagit Alekperov,76,2014,1990,Lukoil,founder,oil,new,63,male,Russia,RUS,Europe,privatized and resources,13.6,Resource Related,Energy,not inherited
Sumner Redstone,77,1996,1936,National Amusements,relation,media,new,72,male,United States,USA,North America,inherited,3.4,Non-Traded Sectors,Media,father
Denis Defforey,78,1996,1960,Carrefour,founder,groceries,new,Unknown,male,France,FRA,Europe,founder non-finance,3.3,Non-Traded Sectors,"Retail, Restaurant",not inherited
Rolf Gerling,78,2001,1904,Gerling Konzern,relation,insurance,new,46,male,Germany,DEU,Europe,inherited,4.7,Financial,Hedge funds,father
John Paulson,78,2014,1994,Paulson & Co.,founder,hedge funds,new,58,male,United States,USA,North America,self-made finance,13.5,Financial,Hedge funds,not inherited
Rupert Murdoch,78,2014,1923,News Limited,relation,media,new,82,male,United States,USA,North America,inherited,13.5,Non-Traded Sectors,Media,father
Rolf Gerling,79,1996,1904,Gerling Konzern,relation,insurance,new,41,male,Germany,DEU,Europe,inherited,3.3,Financial,Hedge funds,father
Dieter von Holtzbrinck,79,2001,1948,Holtzbrinck,relation,media,new,59,male,Germany,DEU,Europe,inherited,4.6,Non-Traded Sectors,Media,father
Edward Johnson,79,2001,1946,Fidelity Investments,relation,investment banking,new,70,male,United States,USA,North America,inherited,4.6,Financial,Money Management,father
Spiro Latsis,79,2001,1938,EFG International,relation,shipping,new,54,male,Greece,GRC,Europe,inherited,4.6,Financial,Money Management,father
Nina Wang,80,1996,1960,Chinachem Group,relation,chemicals,new,Unknown,female,Hong Kong,HKG,East Asia,inherited,3.3,Financial,Real Estate,spouse/widow
Ma Huateng,80,2014,1998,Tencent,founder,internet,new,42,male,China,CHN,East Asia,founder non-finance,13.4,New Sectors,Technology-Computer,not inherited
Quek Leng Chan,81,1996,1963,Hong Leong Financial Group,founder,financial services,new,55,male,Malaysia,MYS,East Asia,self-made finance,3.3,Financial,Money Management,not inherited
Gerald Cavendish Grosvenor,81,2014,1677,Grosvenor Group,relation,real estate,new,62,male,United Kingdom,GBR,Europe,inherited,13,Financial,Real Estate,5th generation or longer
Garry Weston,82,1996,1882,George Weston Limited,relation,Unknown,new,Unknown,male,United Kingdom,GBR,Europe,inherited,3.3,Traded Sectors,Consumer,father
Lorenzo Mendoza,82,2001,1941,Empresas Polar,relation,beer,new,35,male,Venezuela,VEN,Latin America,inherited,4.5,Traded Sectors,Consumer,father
Marvin Davis,82,2001,1945,Davis Petroleum,relation,oil,new,75,male,United States,USA,North America,inherited,4.5,Resource Related,Energy,father
Masatoshi Ito,82,2001,1961,Ito-Yokado,founder,retail,new,76,male,Japan,JPN,East Asia,founder non-finance,4.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
Michael Bloomberg,82,2001,1981,Bloomberg,founder, finance, new,58,male,United States,USA,North America,founder non-finance,4.5,Non-Traded Sectors,Media,not inherited
Nicky Oppenheimer,82,2001,1888,De Beers,relation,diamonds,new ,55,male,South Africa,ZAF,Sub-Saharan Africa,inherited,4.5,Resource Related,Mining and metals,3rd generation
Pierre Omidyar,82,2001,1995,Ebay,founder and chairman,e-commerce,new,33,male,United States,USA,North America,founder non-finance,4.5,New Sectors,Technology-Computer,not inherited
Reinhard Mohn,82,2001,1835,Bertelsmann,relation,publishing,new,79,male,Germany,DEU,Europe,inherited,4.5,Non-Traded Sectors,Media,4th generation
Samuel Johnson,82,2001,1886,S. C. Johnson & Son,relation,cleaning supplies,new,72,male,United States,USA,North America,inherited,4.5,Traded Sectors,Consumer,5th generation or longer
Dilip Shanghvi,82,2014,1983,Sun Pharmaceutical Industries,founder,pharmaceuticals,new,58,male,India,IND,South Asia,founder non-finance,12.8,New Sectors,Technology-Medical,not inherited
Jack Taylor,82,2014,1957,Enterprise,founder,rental cars,new,91,male,United States,USA,North America,founder non-finance,12.8,Non-Traded Sectors,"Retail, Restaurant",not inherited
Johanna Quandt,82,2014,1916,BMW,relation,cars,new,87,female,Germany,DEU,Europe,inherited,12.8,Traded Sectors,Consumer,spouse/widow
Pallonji Mistry,82,2014,1865,UnknownShapoorji Pallonji Group,Relation,construction,new,84,male,Ireland,IRL,Europe,inherited,12.8,Non-Traded Sectors,Constrution,father
Henry Ross Perot Sr,83,1996,1962,Electronic Data Systems,founder,data processing,new,Unknown,male,United States,USA,North America,founder non-finance,3.3,New Sectors,Technology-Computer,not inherited
Keizo Saji,84,1996,1899,Suntory,relation,brewery,new,Unknown,male,Japan,JPN,East Asia,inherited,3.2,Traded Sectors,Consumer,3rd generation
Rupert Murdoch,85,1996,1923,News Limited,relation,media,new,65,male,United States,USA,North America,inherited,3.2,Non-Traded Sectors,Media,father
Richard DeVos,86,1996,1959,Amway,founder,consumer goods,new,70,male,United States,USA,North America,founder non-finance,3.2,Traded Sectors,Consumer,not inherited
Thomas and Raymond Kwok,86,2014,1963,Sun Hung Kai Properties,Relation,real estate,new,Unknown,male,Hong Kong,HKG,East Asia,inherited,12.6,Financial,Real Estate,father
Vladimir Potanin,86,2014,1991,Interros,founder,private investment company,new,53,male,Russia,RUS,Europe,privatized and resources,12.6,Resource Related,Mining and metals,not inherited
Jay Van Andel,87,1996,1959,Amway,founder,consumer goods,new,71,male,United States,USA,North America,founder non-finance,3.2,Traded Sectors,Consumer,not inherited
August von Finck,88,1996,1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,65,male,Germany,DEU,Europe,inherited,3.1,Financial,Money Management,father
James Simons,88,2014,1982,Renaissance Technologies,founder,hedge funds,new,75,male,United States,USA,North America,self-made finance,12.5,Financial,Hedge funds,not inherited
Rinat Akhmetov,88,2014,2000,System Capital Management Group,founder,industrial manufacturing and banking,Unknown,47,male,Ukraine,UKR,Europe,privatized and resources,12.5,Resource Related,Non-consumer industrial,not inherited
Michael and Rainer Schmidt-Ruthenbeck,89,1996,1923,Metro AG,relation,retail,new,Unknown,male,Germany,DEU,Europe,inherited,3.1,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Stanley Ho,90,1996,1962,Sociedade de Turismo e DiversUnknownes de Macau,founder,casinos,new,74,male,Hong Kong,HKG,East Asia,self-made finance,3.1,Financial,Real Estate,not inherited
James Arthur and John Irving,90,2001,1882,J.D. Irving,relation,timber,new,Unknown,male,Canada,CAN,North America,inherited,4.4,Resource Related,Energy,3rd generation
Rudolf Oetker,90,2001,1891,Oetker-Gruppe,relation,food,new,Unknown,male,Germany,DEU,Europe,inherited,4.4,Traded Sectors,Consumer,3rd generation
Alberto Bailleres Gonzalez,90,2014,1960,Penoles,relation,mining,privatization,82,male,Mexico,MEX,Latin America,inherited,12.4,Resource Related,Mining and metals,father
Kyosuke Kinoshita,91,1996,1948,Acom,relation,consumer loans,new,55,male,Japan,JPN,East Asia,inherited,3.1,Financial,Money Management,father
Robin Li,91,2014,2000,Baidu,founder,internet,new,45,male,China,CHN,East Asia,founder non-finance,12.1,New Sectors,Technology-Computer,not inherited
Chatri Sophonpanich,92,1996,1944,Bangkok Bank,relation,banking,new,Unknown,male,Thailand,THA,East Asia,inherited,3.1,Financial,Money Management,not inherited
Lee Bass,92,2001,1919,Sid Richardson Gasoline Co,relation,oil,new,44,male,United States,USA,North America,inherited,4.3,Resource Related,Energy,father
